id,name,description,demonstration_video_url,workout_day_id,animation_path,calories_per_set,default_duration,default_reps,default_sets,calories_per_minute,week,program_id
447,Hanging Leg Raises,Intense Hanging Leg Raises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/hanging-leg-raises,6,https://example.com/hanging-leg-raises-animation.jpg,764.12,491,19,4,6.22,1,13
448,Tai Chi Movements,"Strategically crafted Tai Chi Movements exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/tai-chi-movements,6,https://example.com/tai-chi-movements-animation.jpg,1677.24,726,19,3,6.93,1,13
449,Jumping Jacks,Intense Jumping Jacks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/jumping-jacks,6,https://example.com/jumping-jacks-animation.jpg,1375.3,760,15,4,7.24,1,13
450,Pull-ups,Precision-engineered Pull-ups training method to optimize muscular strength and endurance.,https://example.com/pull-ups,6,https://example.com/pull-ups-animation.jpg,1404.89,735,16,4,7.65,1,13
451,Bicycle Crunches,"Strategically crafted Bicycle Crunches exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/bicycle-crunches,7,https://example.com/bicycle-crunches-animation.jpg,1479.8,773,16,4,7.66,1,13
452,Tai Chi Movements,Intense Tai Chi Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tai-chi-movements,7,https://example.com/tai-chi-movements-animation.jpg,2188.35,859,20,3,7.64,1,13
453,Joint Mobility Exercises,High-energy Joint Mobility Exercises routine targeting comprehensive physical development and performance.,https://example.com/joint-mobility-exercises,7,https://example.com/joint-mobility-exercises-animation.jpg,2269.51,884,17,3,7.7,1,13
454,Plank Variations,High-energy Plank Variations routine targeting comprehensive physical development and performance.,https://example.com/plank-variations,7,https://example.com/plank-variations-animation.jpg,955.78,512,18,4,7.47,1,13
455,Jump Rope,Intense Jump Rope session focusing on full-body engagement and cardiovascular endurance.,https://example.com/jump-rope,7,https://example.com/jump-rope-animation.jpg,1005.2,538,20,4,7.47,1,13
456,Tabata Intervals,"Strategically crafted Tabata Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/tabata-intervals,1,https://example.com/tabata-intervals-animation.jpg,1878.11,760,16,3,7.41,2,14
457,Side Planks,Dynamic Side Planks workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/side-planks,1,https://example.com/side-planks-animation.jpg,831.92,543,17,4,6.13,2,14
458,Medicine Ball Slams,"Strategically crafted Medicine Ball Slams exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/medicine-ball-slams,1,https://example.com/medicine-ball-slams-animation.jpg,1376.58,603,16,3,6.85,2,14
459,Swimming,Intense Swimming session focusing on full-body engagement and cardiovascular endurance.,https://example.com/swimming,1,https://example.com/swimming-animation.jpg,2039.78,887,20,3,6.9,2,14
460,Plank Jacks,Precision-engineered Plank Jacks training method to optimize muscular strength and endurance.,https://example.com/plank-jacks,1,https://example.com/plank-jacks-animation.jpg,1987.86,796,15,3,7.49,2,14
461,Swimming,Intense Swimming session focusing on full-body engagement and cardiovascular endurance.,https://example.com/swimming,2,https://example.com/swimming-animation.jpg,1533.53,659,18,3,6.98,2,14
462,Jumping Jacks,Precision-engineered Jumping Jacks training method to optimize muscular strength and endurance.,https://example.com/jumping-jacks,2,https://example.com/jumping-jacks-animation.jpg,1656.75,700,20,3,7.1,2,14
463,Pull-ups,"Strategically crafted Pull-ups exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/pull-ups,2,https://example.com/pull-ups-animation.jpg,932.55,565,15,4,6.6,2,14
464,Tabata Intervals,Intense Tabata Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tabata-intervals,2,https://example.com/tabata-intervals-animation.jpg,1457.28,881,16,4,6.62,2,14
465,Medicine Ball Slams,Intense Medicine Ball Slams session focusing on full-body engagement and cardiovascular endurance.,https://example.com/medicine-ball-slams,2,https://example.com/medicine-ball-slams-animation.jpg,1699.98,743,20,3,6.86,2,14
466,Jump Rope,High-energy Jump Rope routine targeting comprehensive physical development and performance.,https://example.com/jump-rope,3,https://example.com/jump-rope-animation.jpg,1453.26,764,17,4,7.61,2,14
467,Mountain Climbers,"Strategically crafted Mountain Climbers exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/mountain-climbers,3,https://example.com/mountain-climbers-animation.jpg,1796.72,713,19,3,7.56,2,14
468,Plyometric Drills,"Strategically crafted Plyometric Drills exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plyometric-drills,3,https://example.com/plyometric-drills-animation.jpg,1043.68,685,19,4,6.09,2,14
469,Leg Press,High-energy Leg Press routine targeting comprehensive physical development and performance.,https://example.com/leg-press,3,https://example.com/leg-press-animation.jpg,1076.09,493,20,3,6.55,2,14
470,Tai Chi Movements,High-energy Tai Chi Movements routine targeting comprehensive physical development and performance.,https://example.com/tai-chi-movements,3,https://example.com/tai-chi-movements-animation.jpg,1071.82,644,15,4,6.66,2,14
471,TRX Suspension Training,Dynamic TRX Suspension Training workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/trx-suspension-training,4,https://example.com/trx-suspension-training-animation.jpg,1159.15,584,15,4,7.94,2,14
472,Interval Sprints,High-energy Interval Sprints routine targeting comprehensive physical development and performance.,https://example.com/interval-sprints,4,https://example.com/interval-sprints-animation.jpg,1114.18,528,19,3,6.33,2,14
473,Russian Twists,"Strategically crafted Russian Twists exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/russian-twists,4,https://example.com/russian-twists-animation.jpg,1234.78,568,19,3,6.52,2,14
474,Foam Rolling,Intense Foam Rolling session focusing on full-body engagement and cardiovascular endurance.,https://example.com/foam-rolling,4,https://example.com/foam-rolling-animation.jpg,2083.74,828,20,3,7.55,2,14
475,Explosive Movements,"Strategically crafted Explosive Movements exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/explosive-movements,4,https://example.com/explosive-movements-animation.jpg,1931.93,754,20,3,7.69,2,14
476,Pilates,High-energy Pilates routine targeting comprehensive physical development and performance.,https://example.com/pilates,5,https://example.com/pilates-animation.jpg,853.15,504,16,4,6.77,2,14
477,Leg Press,Precision-engineered Leg Press training method to optimize muscular strength and endurance.,https://example.com/leg-press,5,https://example.com/leg-press-animation.jpg,1223.66,707,19,4,6.92,2,14
478,Tai Chi Movements,Intense Tai Chi Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tai-chi-movements,5,https://example.com/tai-chi-movements-animation.jpg,1644.72,765,15,3,6.45,2,14
479,Dips,"Strategically crafted Dips exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/dips,5,https://example.com/dips-animation.jpg,1127.09,538,20,3,6.28,2,14
480,Plank Jacks,High-energy Plank Jacks routine targeting comprehensive physical development and performance.,https://example.com/plank-jacks,5,https://example.com/plank-jacks-animation.jpg,1449.29,618,20,3,7.04,2,14
481,Bicep Curls,Precision-engineered Bicep Curls training method to optimize muscular strength and endurance.,https://example.com/bicep-curls,6,https://example.com/bicep-curls-animation.jpg,1070.3,523,17,3,6.14,2,14
482,Pull-ups,Intense Pull-ups session focusing on full-body engagement and cardiovascular endurance.,https://example.com/pull-ups,6,https://example.com/pull-ups-animation.jpg,1169.31,496,19,3,7.07,2,14
483,Elliptical Training,High-energy Elliptical Training routine targeting comprehensive physical development and performance.,https://example.com/elliptical-training,6,https://example.com/elliptical-training-animation.jpg,907.61,541,19,4,6.71,2,14
484,Mountain Climbers,"Strategically crafted Mountain Climbers exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/mountain-climbers,6,https://example.com/mountain-climbers-animation.jpg,1462.75,811,17,4,7.21,2,14
485,Dynamic Stretching,Intense Dynamic Stretching session focusing on full-body engagement and cardiovascular endurance.,https://example.com/dynamic-stretching,6,https://example.com/dynamic-stretching-animation.jpg,1647.41,756,16,3,6.54,2,14
486,Rowing,High-energy Rowing routine targeting comprehensive physical development and performance.,https://example.com/rowing,7,https://example.com/rowing-animation.jpg,1635.19,777,15,3,6.31,2,14
487,Push-ups,High-energy Push-ups routine targeting comprehensive physical development and performance.,https://example.com/push-ups,7,https://example.com/push-ups-animation.jpg,1249.46,745,19,4,6.71,2,14
488,Squats,Precision-engineered Squats training method to optimize muscular strength and endurance.,https://example.com/squats,7,https://example.com/squats-animation.jpg,1485.33,584,15,3,7.63,2,14
489,Plank Jacks,Intense Plank Jacks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plank-jacks,7,https://example.com/plank-jacks-animation.jpg,1423.3,713,16,4,7.98,2,14
490,Bird Dogs,Dynamic Bird Dogs workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/bird-dogs,7,https://example.com/bird-dogs-animation.jpg,1750.21,694,19,3,7.57,2,14
491,Resistance Band Exercises,Intense Resistance Band Exercises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/resistance-band-exercises,1,https://example.com/resistance-band-exercises-animation.jpg,1250.75,650,18,4,7.7,3,15
492,Squats,Precision-engineered Squats training method to optimize muscular strength and endurance.,https://example.com/squats,1,https://example.com/squats-animation.jpg,1360.42,759,18,4,7.17,3,15
493,Tabata Intervals,Intense Tabata Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tabata-intervals,1,https://example.com/tabata-intervals-animation.jpg,1446.51,796,20,4,7.27,3,15
494,Sprint Intervals,"Strategically crafted Sprint Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/sprint-intervals,1,https://example.com/sprint-intervals-animation.jpg,2002.38,776,19,3,7.74,3,15
495,Deadlifts,High-energy Deadlifts routine targeting comprehensive physical development and performance.,https://example.com/deadlifts,1,https://example.com/deadlifts-animation.jpg,1328.76,502,17,3,7.94,3,15
496,Elliptical Training,"Strategically crafted Elliptical Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/elliptical-training,2,https://example.com/elliptical-training-animation.jpg,1281.24,486,15,3,7.91,3,15
497,Deadlifts,Precision-engineered Deadlifts training method to optimize muscular strength and endurance.,https://example.com/deadlifts,2,https://example.com/deadlifts-animation.jpg,866.39,520,20,4,6.66,3,15
498,Push-ups,Precision-engineered Push-ups training method to optimize muscular strength and endurance.,https://example.com/push-ups,2,https://example.com/push-ups-animation.jpg,1338.53,578,20,3,6.95,3,15
